1 100 1 20 50
-10.0 -5247.0
-9.59184 -4642.19151
-9.18367 -4085.97481
-8.77551 -3576.33719
-8.36735 -3111.22453
-7.95918 -2688.58705
-7.55102 -2306.4055
-7.14286 -1962.6291
-6.73469 -1655.21083
-6.32653 -1382.1258
-5.91837 -1141.32611
-5.5102 -930.76705
-5.10204 -748.41897
-4.69388 -592.23644
-4.28571 -460.17658
-3.87755 -350.2059
-3.46939 -260.28096
-3.06122 -188.3603
-2.65306 -132.40746
-2.2449 -90.38057
-1.83673 -60.2391
-1.42857 -39.94455
-1.02041 -27.45614
-0.61224 -20.73385
-0.20408 -17.73804
0.20408 -16.42856
0.61224 -14.7655
1.02041 -10.7088
1.42857 -2.2187
1.83673 12.74479
2.2449 36.22227
2.65306 70.25256
3.06122 116.87603
3.46939 178.1343
3.87755 256.06432
4.28571 352.70733
4.69388 470.1064
5.10204 610.29572
5.5102 775.31783
5.91837 967.21769
6.32653 1188.02587
6.73469 1439.78663
7.14286 1724.5473
7.55102 2044.33388
7.95918 2401.19286
8.36735 2797.17434
8.77551 3234.29889
9.18367 3714.61563
9.59184 4240.17793
10.0 4813.0
