1 100 1 20 50
0.0 -17.0
2.04082 23.2921
4.08163 301.91921
6.12245 1073.8802
8.16327 2594.17167
10.20408 5117.77554
12.2449 8899.71267
14.28571 14194.94047
16.32653 21258.50694
18.36735 30345.38725
20.40816 41710.51685
22.44898 55609.00327
24.4898 72295.79377
26.53061 92025.78097
28.57143 115054.15436
30.61224 141635.68272
32.65306 172025.62267
34.69388 206478.85005
36.73469 245250.16106
38.77551 288594.93178
40.81633 336767.98019
42.85714 390024.02964
44.89796 448618.59815
46.93878 512806.43462
48.97959 582842.17828
51.02041 658981.51162
53.06122 741478.68294
55.10204 830589.49684
57.14286 926568.56204
59.18367 1029670.35263
61.22449 1140150.87516
63.26531 1258264.63924
65.30612 1384266.00489
67.34694 1518411.20307
69.38776 1660954.63306
71.42857 1812150.52956
73.46939 1972255.37042
75.5102 2141522.58107
77.55102 2320208.81648
79.59184 2508568.26705
81.63265 2706854.9336
83.67347 2915325.75549
85.71429 3134234.7828
87.7551 3363835.86104
89.79592 3604386.23644
91.83673 3856138.54606
93.87755 4119350.25323
95.91837 4394275.14916
97.95918 4681166.79553
100.0 4980283.0
