1 100 -5 5 50
0.0	1.0
2.04082	0.43865
4.08163	-1.39734
6.12245	0.82707
8.16327	0.64817
10.20408	-1.41419
12.2449	0.63281
14.28571	0.84099
16.32653	-1.39458
18.36735	0.42224
20.40816	1.01212
22.44898	-1.33902
24.4898	0.20078
26.53061	1.15715
28.57143	-1.24894
30.61224	-0.02586
32.65306	1.27236
34.69388	-1.12666
36.73469	-0.25183
38.77551	1.35476
40.81633	-0.97533
42.85714	-0.4713
44.89796	1.40223
46.93878	-0.79886
48.97959	-0.67862
51.02041	1.41356
53.06122	-0.60178
55.10204	-0.86845
57.14286	1.38844
59.18367	-0.38921
61.22449	-1.03589
63.26531	1.32753
65.30612	-0.16659
67.34694	-1.17662
69.38776	1.23239
71.42857	0.06032
73.46939	-1.28702
75.5102	1.10548
77.55102	0.28567
79.59184	-1.36424
81.63265	0.95007
83.67347	0.50366
85.71429	-1.40629
87.7551	0.77017
89.79592	0.70866
91.83673	-1.41209
93.87755	0.57041
95.91837	0.8954
97.95918	-1.38147
100.0	0.35595
