1 100 -5 5 50
0.0	1.0
0.14286	1.13219
0.28571	1.2413
0.42857	1.32513
0.57143	1.38196
0.71429	1.41064
0.85714	1.41058
1.0	1.38177
1.14286	1.32482
1.28571	1.24088
1.42857	1.13165
1.57143	0.99937
1.71429	0.84672
1.85714	0.67684
2.0	0.49315
2.14286	0.29942
2.28571	0.0996
2.42857	-0.10227
2.57143	-0.30204
2.71429	-0.49567
2.85714	-0.67918
3.0	-0.84887
3.14286	-1.00127
3.28571	-1.13325
3.42857	-1.24216
3.57143	-1.32576
3.71429	-1.38234
3.85714	-1.41076
4.0	-1.41045
4.14286	-1.38139
4.28571	-1.32419
4.42857	-1.24002
4.57143	-1.13057
4.71429	-0.9981
4.85714	-0.8453
5.0	-0.67526
5.14286	-0.49147
5.28571	-0.29768
5.42857	-0.09781
5.57143	0.10405
5.71429	0.30379
5.85714	0.49733
6.0	0.68075
6.14286	0.85031
6.28571	1.00252
6.42857	1.13432
6.57143	1.24301
6.71429	1.32638
6.85714	1.38272
7.0	1.41089
