1 100 -5 5 50
-100.0	1.36868
-95.91837	-1.09465
-91.83673	-0.07754
-87.7551	1.1861
-83.67347	-1.32149
-79.59184	0.37261
-75.5102	0.88199
-71.42857	-1.41293
-67.34694	0.78457
-63.26531	0.48751
-59.18367	-1.3596
-55.10204	1.11615
-51.02041	0.04309
-46.93878	-1.16697
-42.85714	1.33337
-38.77551	-0.40575
-34.69388	-0.85478
-30.61224	1.41398
-26.53061	-0.81302
-22.44898	-0.45501
-18.36735	1.34971
-14.28571	-1.13699
-10.20408	-0.00862
-6.12245	1.14715
-2.04082	-1.34446
2.04082	0.43865
6.12245	0.82707
10.20408	-1.41419
14.28571	0.84099
18.36735	0.42224
22.44898	-1.33902
26.53061	1.15715
30.61224	-0.02586
34.69388	-1.12666
38.77551	1.35476
42.85714	-0.4713
46.93878	-0.79886
51.02041	1.41356
55.10204	-0.86845
59.18367	-0.38921
63.26531	1.32753
67.34694	-1.17662
71.42857	0.06032
75.5102	1.10548
79.59184	-1.36424
83.67347	0.50366
87.7551	0.77017
91.83673	-1.41209
95.91837	0.8954
100.0	0.35595
