1 100 -5 5 50
0.0	0.0
20.38776	6.12564
40.77551	7.46462
61.16327	8.25953
81.55102	8.82683
101.93878	9.26827
122.32653	9.62967
142.71429	9.93565
163.10204	10.20098
183.4898	10.43519
203.87755	10.64482
224.26531	10.83456
244.65306	11.00784
265.04082	11.1673
285.42857	11.31498
305.81633	11.4525
326.20408	11.58117
346.59184	11.70206
366.97959	11.81605
387.36735	11.9239
407.7551	12.02623
428.14286	12.12358
448.53061	12.21641
468.91837	12.30512
489.30612	12.39006
509.69388	12.47154
530.08163	12.54983
550.46939	12.62517
570.85714	12.69778
591.2449	12.76784
611.63265	12.83553
632.02041	12.90101
652.40816	12.9644
672.79592	13.02585
693.18367	13.08547
713.57143	13.14337
733.95918	13.19963
754.34694	13.25435
774.73469	13.30762
795.12245	13.35951
815.5102	13.41008
835.89796	13.4594
856.28571	13.50754
876.67347	13.55455
897.06122	13.60048
917.44898	13.64537
937.83673	13.68928
958.22449	13.73225
978.61224	13.77431
999.0	13.81551
