1 100 -5 5 50
0.0	0.0
2.02041	2.21079
4.04082	3.23514
6.06122	3.90924
8.08163	4.41251
10.10204	4.81426
12.12245	5.14865
14.14286	5.43506
16.16327	5.68554
18.18367	5.90812
20.20408	6.10839
22.22449	6.29041
24.2449	6.45725
26.26531	6.61123
28.28571	6.7542
30.30612	6.88763
32.32653	7.01271
34.34694	7.13042
36.36735	7.24159
38.38776	7.34691
40.40816	7.44696
42.42857	7.54224
44.44898	7.63318
46.46939	7.72017
48.4898	7.80353
50.5102	7.88356
52.53061	7.96051
54.55102	8.0346
56.57143	8.10605
58.59184	8.17504
60.61224	8.24172
62.63265	8.30625
64.65306	8.36877
66.67347	8.42939
68.69388	8.48823
70.71429	8.54538
72.73469	8.60095
74.7551	8.65501
76.77551	8.70765
78.79592	8.75894
80.81633	8.80895
82.83673	8.85774
84.85714	8.90537
86.87755	8.95189
88.89796	8.99735
90.91837	9.0418
92.93878	9.08529
94.95918	9.12785
96.97959	9.16952
99.0	9.21034
